"start","stop","MGgene"
1168200,1168832,"ycfQ"
1169073,1169330,"bhsA"
1169412,1170374,"ldtC"
1170518,1173964,"mfd"
1174092,1175165,"ycfT"
1175427,1176626,"lolC"
1176619,1177320,"lolD"
1177320,1178564,"lolE"
1178593,1179504,"nagK"
1179631,1180359,"cobB"
1180479,1181267,"ycfZ"
1181264,1181725,"ymfA"
1181783,1182829,"potD"
1182826,1183620,"potC"
1183617,1184444,"potB"
1184458,1185594,"potA"
1185844,1187070,"pepT"
1187119,1188240,"roxA"
1188316,1189776,"phoQ"
1189776,1190447,"phoP"
1190616,1191986,"purB"
1191990,1192631,"hflD"
1192667,1193773,"mnmA"
1193827,1194288,"nudJ"
1194298,1194951,"rluE"
1195123,1196373,"icd"
1196867,1197532,"ymfD"
1197533,1198237,"ymfE"
1198695,1199588,"lit"
1199679,1200806,"intE"
1200787,1201032,"xisE"
1201497,1201838,"ymfI"
1201776,1202084,"ymfJ"
1202259,1202933,"cohE"
1203024,1203224,"croE"
1203268,1203825,"ymfL"
1203822,1204160,"ymfM"
1204170,1204403,"oweE"
1204404,1205537,"aaaE"
1205549,1205731,"ymfR"
1205731,1206142,"beeE"
1206143,1206922,"jayE"
1206913,1207497,"ymfQ"
1207501,1208130,"stfP"
1208132,1208545,"tfaP"
1208517,1209119,"tfaE"
1209119,1209619,"stfE"
1209685,1210239,"pinE"
1210346,1211179,"mcrA"
1211413,1211577,"icdC"
1211680,1212003,"iraM"
1212703,1213107,"ycgX"
1213328,1214059,"bluR"
1214264,1215475,"bluF"
1215789,1216025,"ycgZ"
1216068,1216340,"ymgA"
1216369,1216635,"ariR"
1216748,1216996,"ymgC"
1217328,1218851,"ycgG"
1218983,1219201,"ymgF"
1219601,1222248,"ycgH"
1222305,1222634,"ymgD"
1222644,1222988,"ymgG"
1222990,1223163,"ymgI"
1223264,1223449,"ymgJ"
1223564,1223907,"ycgI"
1224279,1224545,"minE"
1224549,1225361,"minD"
1225385,1226080,"minC"
1226600,1226968,"ycgJ"
1227071,1227472,"pliG"
1227714,1228007,"ycgL"
1228079,1228738,"ycgM"
1228815,1229276,"ycgN"
1229483,1230394,"hlyE"
1230767,1231186,"umuD"
1231186,1232454,"umuC"
1232500,1233030,"dsbB"
1233176,1234717,"nhaB"
1234938,1235657,"fadR"
1235709,1237241,"ycgB"
1237571,1238869,"dadA"
1238879,1239949,"dadX"
1240335,1242071,"cvrA"
1242166,1243080,"ldcA"
1243180,1243791,"emtA"
1243793,1244527,"ycgR"
1244728,1244982,"ymgE"
1245160,1245600,"ycgY"
1245679,1247376,"treA"
1247696,1249114,"dhaM"
1249125,1249757,"dhaL"
1249768,1250838,"dhaK"
1251066,1252985,"dhaR"
1253085,1255952,"ycgV"
1256721,1257812,"ychF"
1257929,1258513,"pth"
1258791,1259069,"ychH"
1259124,1260803,"dauA"
1260928,1261875,"prs"
1262026,1262877,"ispE"
1262877,1263500,"lolB"
1263714,1264970,"hemA"
1265012,1266094,"prfA"
1266094,1266927,"prmC"
1266924,1267316,"ychQ"
1267320,1268129,"ychA"
1268165,1269019,"kdsA"
1269168,1269275,"ldrA"
1269323,1269389,"rdlA"
1269703,1269810,"ldrB"
1269858,1269923,"rdlB"
1270238,1270345,"ldrC"
1270393,1270460,"rdlC"
1270749,1271849,"chaA"
1272119,1272349,"chaB"
1272507,1273202,"chaC"
1273246,1273599,"ychN"
1273784,1275178,"ychO"
1275179,1275829,"narL"
1275822,1277618,"narX"
1277957,1279348,"narK"
1279864,1283607,"narG"
1283604,1285142,"narH"
1285139,1285849,"narJ"
1285849,1286526,"narI"
1287066,1287236,"rttR"
1287087,1287176,"tpr"
1287244,1287328,"tyrV"
1287538,1287622,"tyrT"
1287782,1288624,"purU"
1288674,1289132,"ychJ"
1289245,1290150,"rssA"
1290242,1291255,"rssB"
1291457,1292365,"galU"
1292509,1292922,"hns"
1293527,1294144,"tdk"
1294426,1295322,"insZ"
1295446,1298121,"adhE"
1298598,1299245,"ychE"
1301182,1302813,"oppA"
1302899,1303819,"oppB"
1303834,1304742,"oppC"
1304754,1305767,"oppD"
1305764,1306768,"oppF"
1306821,1307150,"yciU"
1307185,1308645,"clsA"
1308788,1308961,"yciY"
1309016,1310269,"kch"
1310569,1310865,"yciI"
1311089,1311808,"tonB"
1311848,1312246,"yciA"
1312351,1312890,"yciB"
1312920,1313663,"yciC"
1314020,1314658,"ompW"
1314718,1315224,"yciE"
1315270,1315770,"yciF"
1315856,1316035,"yciG"
1316416,1317222,"trpA"
1317222,1318415,"trpB"
1318427,1319788,"trpC"
1319789,1321384,"trpD"
1321384,1322946,"trpE"
1323038,1323082,"trpL"
1323220,1324101,"yciV"
1324098,1324718,"yciO"
1324746,1326641,"yciQ"
1326852,1327727,"rluB"
1327767,1328357,"btuR"
1328354,1329112,"yciK"
1329332,1330381,"sohB"
1330417,1330668,"yciN"
1331048,1333645,"topA"
1333855,1334829,"cysB"
1335124,1335288,"ymiA"
1335291,1335458,"yciX"
1335831,1338506,"acnA"
1338570,1339160,"ribA"
1339330,1340094,"pgpB"
1340243,1340551,"yciS"
1340558,1341727,"yciM"
1341921,1342658,"pyrF"
1342658,1342984,"yciH"
1343110,1343328,"osmB"
1343597,1344346,"yciT"
1344436,1344609,"yciZ"
1344757,1346742,"gmr"
1346796,1346900,"ymiB"
1346978,1348912,"rnb"
1348980,1350107,"yciW"
1350251,1351039,"fabI"
1351407,1351760,"ycjD"
1351828,1352634,"sapF"
1352636,1353628,"sapD"
1353628,1354518,"sapC"
1354505,1355470,"sapB"
1355467,1357110,"sapA"
1357423,1357668,"ymjA"
1357802,1359187,"puuP"
1359490,1360908,"puuA"
1361120,1361884,"puuD"
1361911,1362468,"puuR"
1362743,1364230,"puuC"
1364232,1365512,"puuB"
1365550,1366815,"puuE"
1366935,1367912,"pspF"
1368079,1368747,"pspA"
1368801,1369025,"pspB"
1369025,1369384,"pspC"
1369393,1369614,"pspD"
1369689,1370003,"pspE"
1370216,1371895,"ycjM"
1371909,1373201,"ycjN"
1373222,1374103,"ycjO"
1374090,1374932,"ycjP"
1374963,1376015,"ycjQ"
1376034,1376822,"ycjR"
1376832,1377887,"ycjS"
1377884,1380151,"ycjT"
1380148,1380807,"ycjU"
1380821,1381902,"ycjV"
1381947,1382852,"ompG"
1382963,1383961,"ycjW"
1384117,1385514,"ycjX"
1385511,1386572,"ycjF"
1386720,1388261,"tyrR"
1388305,1388811,"tpx"
1388930,1389895,"ycjG"
1389870,1390598,"mpaA"
1390725,1390862,"ymjC"
1390868,1390933,"ymjD"
1390933,1391853,"ycjY"
1391991,1392890,"pgrR"
1393227,1394840,"mppA"
1394891,1395922,"ynaI"
1397365,1397622,"ynaJ"
1397672,1398622,"uspE"
1398774,1399526,"fnr"
1399721,1400236,"ogt"
1400247,1401773,"abgT"
1401810,1403255,"abgB"
1403255,1404565,"abgA"
1404741,1405649,"abgR"
1405656,1405751,"mcaS"
1405979,1406542,"smrA"
1406563,1407795,"ydaM"
1408050,1409033,"ydaN"
1409129,1409250,"fnrS"
1409511,1410884,"dbpA"
1411013,1411948,"ttcA"
1412000,1413235,"intR"
1413237,1413452,"ydaQ"
1413531,1413740,"ydaC"
1413733,1413927,"ralR"
1413984,1414793,"recT"
1414786,1417386,"recE"
1417488,1417763,"racC"
1417838,1418008,"ydaE"
1418008,1418229,"kilR"
1418671,1419159,"sieB"
1419156,1419311,"ydaF"
1419322,1419456,"ydaG"
1419765,1420241,"racR"
1420365,1420661,"ydaS"
1420684,1421106,"ydaT"
1421119,1421976,"ydaU"
1421983,1422729,"ydaV"
1422701,1423200,"ydaW"
1423201,1423644,"rzpR"
1423400,1423585,"rzoR"
1423782,1425239,"trkG"
1425377,1425640,"ynaK"
1425630,1426082,"ydaY"
1426454,1427386,"tmpR"
1427389,1428984,"lomR"
1429049,1432411,"stfR"
1432411,1432986,"tfaR"
1433084,1433674,"pinR"
1433991,1434224,"ynaE"
1434958,1435008,"ttcC"
1435185,1435619,"uspF"
1435760,1436893,"ompN"
1437121,1437229,"micC"
1437260,1440784,"pfo"
1441058,1441324,"ydbJ"
1441321,1441743,"hslJ"
1441854,1442843,"ldhA"
1443051,1445690,"ydbH"
1445687,1445872,"ynbE"
1445880,1446206,"ydbL"
1446378,1447283,"feaR"
1447519,1449018,"feaB"
1449076,1451349,"tynA"
1451597,1453642,"paaZ"
1453927,1454856,"paaA"
1454868,1455155,"paaB"
1455164,1455910,"paaC"
1455925,1456422,"paaD"
1456430,1457500,"paaE"
1457497,1458264,"paaF"
1458264,1459052,"paaG"
1459054,1460481,"paaH"
1460471,1460893,"paaI"
1460893,1462098,"paaJ"
1462125,1463438,"paaK"
1463539,1464489,"paaX"
1464471,1465061,"paaY"
1465165,1465230,"ynbG"
1465392,1474013,"ydbA"
1474221,1475081,"ydbC"
1475144,1477450,"ydbD"
1477621,1478226,"ynbA"
1478226,1479122,"ynbB"
1479138,1480895,"ynbC"
1480909,1482201,"ynbD"
1482255,1482860,"azoR"
1483061,1486963,"hrpA"
1487235,1488035,"ydcF"
1488232,1489671,"aldA"
1489713,1490713,"gapC"
1490902,1491432,"cybB"
1491443,1491506,"rydC"
1491677,1491850,"ydcA"
1491922,1492071,"hokB"
1491962,1492129,"mokB"
1492119,1492174,"sokB"
1492470,1494110,"trg"
1494148,1495071,"ydcI"
1495288,1496631,"ydcJ"
1496856,1498511,"opgD"
1498651,1498875,"ydcH"
1498938,1499477,"rimL"
1499469,1500449,"ydcK"
1500573,1501565,"tehA"
1501562,1502155,"tehB"
1502457,1503125,"ydcL"
1503218,1503649,"insP"
1503717,1504865,"insQ"
1504905,1506080,"ydcO"
1506172,1506708,"ydcN"
1506781,1508742,"ydcP"
1508834,1509064,"yncJ"
1509286,1509462,"hicA"
1509508,1509924,"hicB"
1510003,1511409,"ydcR"
1511654,1512799,"ydcS"
1512817,1513830,"ydcT"
1513831,1514772,"ydcU"
1514762,1515556,"ydcV"
1515578,1517002,"patD"
1517099,1517194,"yncL"
1517389,1517562,"ydcX"
1517648,1517881,"ydcY"
1517882,1518331,"ydcZ"
1518328,1518846,"mnaT"
1519027,1520064,"curA"
1520262,1520927,"mcbR"
1520963,1523065,"yncD"
1523307,1524368,"yncE"
1524481,1525980,"ansP"
1526247,1526864,"yncG"
1526940,1527152,"yncH"
1527902,1529938,"rhsE"
1529922,1530404,"ydcD"
1530586,1531639,"yncI"
1531816,1532952,"ydcC"
1533052,1533285,"pptA"
1533282,1533851,"yddH"
1534024,1534869,"nhoA"
1534965,1535858,"yddE"
1535937,1536617,"narV"
1536614,1537309,"narW"
1537309,1538853,"narY"
1538850,1542590,"narZ"
1542672,1544060,"narU"
1544384,1545714,"yddK"
1545750,1546028,"yddL"
1546288,1547169,"yddG"
1547401,1550448,"fdnG"
1550461,1551345,"fdnH"
1551338,1551991,"fdnI"
1552398,1552682,"yddM"
1552828,1553838,"adhP"
1553972,1555669,"maeA"
1555826,1555963,"sra"
1556065,1556280,"bdm"
1556625,1557056,"osmC"
1557112,1558038,"ddpF"
1558031,1559017,"ddpD"
1559014,1559910,"ddpC"
1559907,1560929,"ddpB"
1560931,1562481,"ddpA"
1562495,1563076,"ddpX"
1563334,1565733,"dosP"
1565758,1567140,"dosC"
1567504,1568823,"yddW"
1568954,1570489,"gadC"
1570645,1572045,"gadB"
1572407,1575202,"pqqL"
1575247,1577619,"yddB"
1577657,1579342,"yddA"
1579633,1580790,"ydeM"
1580842,1582524,"ydeN"
1582926,1583687,"ydeO"
1583762,1583959,"safA"
1584207,1586486,"ydeP"
1586820,1587734,"ydeQ"
1587793,1588296,"ydeR"
1588309,1588839,"ydeS"
1588853,1590079,"ydeT"
1590334,1590536,"yneL"
1590854,1592176,"hipA"
1592176,1592442,"hipB"
1592665,1597987,"yneO"
1598617,1600209,"lsrK"
1600288,1601241,"lsrR"
1601490,1603025,"lsrA"
1603019,1604047,"lsrC"
1604047,1605039,"lsrD"
1605051,1606073,"lsrB"
1606100,1606975,"lsrF"
1606999,1607289,"lsrG"
1607346,1608104,"tam"
1608108,1609022,"yneE"
1609229,1610680,"uxaB"
1610907,1611854,"yneF"
1611966,1612325,"yneG"
1612325,1613251,"glsB"
1613315,1614703,"sad"
1614804,1615685,"yneJ"
1615763,1616878,"yneK"
1617028,1618218,"ydeA"
1618243,1618908,"marC"
1619120,1619554,"marR"
1619574,1619957,"marA"
1619989,1620207,"marB"
1620238,1621137,"eamA"
1621332,1622519,"ydeE"
1622646,1622741,"yneM"
1622817,1622914,"mgrR"
1622960,1623850,"dgcZ"
1624105,1624497,"ydeI"
1624773,1625291,"ydeJ"
1625335,1627380,"dcp"
1627517,1628263,"ydfG"
1628352,1629038,"rspR"
1629215,1629418,"ydfZ"
1629453,1630913,"ydfI"
1631002,1652838,"ydfJ"
1633072,1633305,"ydfK"
1633622,1634212,"pinQ"
1634310,1634885,"tfaQ"
1634885,1635847,"stfQ"
1635840,1636367,"nohQ"
1636756,1636989,"ynfO"
1637047,1637457,"ydfO"
1637609,1637782,"gnsB"
1637954,1638109,"ynfN"
1638455,1638667,"cspI"
1639030,1639527,"rzpQ"
1639080,1639334,"rzoQ"
1639524,1640057,"rrrQ"
1640054,1640365,"ydfR"
1640370,1640585,"essQ"
1641339,1641554,"cspB"
1641855,1642067,"cspF"
1642489,1643241,"quuQ"
1643255,1644304,"ydfU"
1644651,1644902,"rem"
1645119,1645274,"hokD"
1645346,1645633,"relE"
1645633,1645872,"relB"
1645897,1646202,"ydfV"
1646405,1646737,"flxA"
1647174,1647356,"intK"
1647358,1647636,"ydfX"
1647620,1647850,"dicC"
1647934,1648341,"dicA"
1648508,1648663,"ydfA"
1648665,1648793,"ydfB"
1648823,1649041,"ydfC"
1649382,1649434,"dicF"
1649609,1649797,"dicB"
1649794,1649985,"ydfD"
1650078,1650842,"ydfE"
1651551,1652708,"intQ"
1652896,1653915,"rspB"
1653927,1655141,"rspA"
1655347,1655673,"ynfA"
1655808,1656149,"ynfB"
1656184,1656744,"speG"
1656747,1657457,"ynfC"
1657565,1657870,"ynfD"
1658069,1660495,"ynfE"
1660556,1662979,"ynfF"
1662990,1663607,"ynfG"
1663609,1664463,"ynfH"
1664506,1665120,"dmsD"
1665315,1666571,"clcB"
1666524,1667219,"ynfK"
1667344,1668564,"mlc"
1668699,1669592,"ynfL"
1669699,1670952,"ynfM"
1671376,1671684,"asr"
1671777,1671860,"ydgU"
1671960,1672781,"ydgD"
1672820,1673149,"mdtI"
1673136,1673501,"mdtJ"
1673913,1674947,"tqsA"
1674972,1676360,"pntB"
1676371,1677903,"pntA"
1678427,1679371,"ydgH"
1679557,1680939,"ydgI"
1680976,1681698,"folM"
1681695,1682030,"ydgC"
1682159,1682878,"rstA"
1682882,1684183,"rstB"
1684259,1685188,"tus"
1685185,1686588,"fumC"
1686731,1688377,"fumA"
1688576,1689751,"manA"
1689852,1691360,"ydgA"
1691586,1692851,"uidC"
1692890,1694263,"uidB"
1694260,1696071,"uidA"
1696462,1697052,"uidR"
1697273,1698040,"hdhA"
1698152,1699180,"malI"
1699355,1700947,"malX"
1700957,1702129,"malY"
1702233,1703234,"add"
1703268,1704308,"ydgJ"
1704551,1704676,"blr"
1704949,1705164,"cnu"
1705250,1705690,"ydgK"
1705767,1706348,"rsxA"
1706348,1706926,"rsxB"
1706919,1709141,"rsxC"
1709142,1710200,"rsxD"
1710204,1710824,"rsxG"
1710828,1711523,"rsxE"
1711523,1712158,"nth"
1712769,1714271,"dtpA"
1714377,1714982,"gstA"
1715026,1715889,"pdxY"
1715948,1717222,"tyrS"
1717351,1718007,"pdxH"
1718066,1718395,"mliC"
1718493,1719602,"anmK"
1719876,1720343,"slyB"
1720390,1720824,"slyA"
1721025,1721261,"ydhI"
1721264,1722121,"ydhJ"
1722121,1724133,"ydhK"
1724134,1724655,"sodC"
1724736,1725632,"ydhF"
1725681,1725920,"ydhL"
1726023,1726622,"nemR"
1726659,1727756,"nemA"
1727837,1728244,"gloA"
1728347,1728994,"rnt"
1729087,1733703,"lhr"
1733754,1734101,"grxD"
1734435,1735250,"mepH"
1735378,1735959,"sodB"
1736121,1737290,"ydhP"
1737456,1737545,"ynhF"
1737844,1738869,"purR"
1738866,1739798,"ydhB"
1739911,1741122,"ydhC"
1741413,1742561,"cfa"
1742601,1743242,"ribC"
1743457,1744830,"mdtK"
1744871,1746127,"ydhQ"
1746435,1746511,"valV"
1746516,1746592,"valW"
1746700,1747005,"ydhR"
1747131,1748735,"ydhS"
1748747,1749559,"ydhT"
1749563,1750348,"ydhU"
1750345,1751013,"ydhX"
1751077,1751724,"ydhW"
1751728,1753830,"ydhV"
1753851,1754477,"ydhY"
1754932,1755141,"ydhZ"
1755698,1757110,"pykF"
1757421,1757657,"lpp"
1757721,1758725,"ldtE"
1758874,1759290,"sufE"
1759303,1760523,"sufS"
1760520,1761791,"sufD"
1761766,1762512,"sufC"
1762522,1764009,"sufB"
1764018,1764386,"sufA"
1764713,1764780,"rydB"
1764934,1765122,"ydiH"
1765222,1765632,"menI"
1765629,1768685,"ydiJ"
1769074,1770186,"ydiK"
1770372,1770477,"rprA"
1770615,1770971,"ydiL"
1771071,1772285,"ydiM"
1772512,1773777,"ydiN"
1773789,1774655,"ydiB"
1774686,1775444,"aroD"
1775587,1777182,"ydiF"
1777196,1778347,"ydiO"
1778390,1779301,"ydiP"
1779617,1780381,"ydiQ"
1780401,1781339,"ydiR"
1781395,1782684,"ydiS"
1782681,1782974,"ydiT"
1783031,1784677,"fadK"
1784734,1787112,"ppsA"
1787445,1788278,"ppsR"
1788435,1789481,"aroH"
1789613,1789804,"ydiE"
1789808,1791244,"ydiU"
1791307,1792020,"ydiV"
1792267,1792731,"nlpC"
1792809,1793558,"btuD"
1793558,1794109,"btuE"
1794172,1795152,"btuC"
1795253,1795552,"ihfA"
1795557,1797944,"pheT"
1797959,1798942,"pheS"
1799226,1799270,"pheM"
1799393,1799749,"rplT"
1799802,1799999,"rpmI"
1800096,1800638,"infC"
1800642,1802570,"thrS"
1803094,1804993,"arpB"
1805165,1805272,"yniD"
1805325,1806083,"ydiY"
1806370,1807299,"pfkB"
1807400,1807690,"ydiZ"
1807796,1808656,"yniA"
1808697,1809233,"yniB"
1809380,1810048,"yniC"
1810211,1810801,"ydjM"
1810934,1812325,"ydjN"
1812329,1813132,"ydjO"
1813421,1813663,"cedA"
1813867,1816128,"katE"
1816386,1817135,"chbG"
1817148,1818500,"chbF"
1818605,1819447,"chbR"
1819455,1819805,"chbA"
1819856,1821214,"chbC"
1821299,1821619,"chbB"
1821918,1822256,"osmE"
1822458,1823285,"nadE"
1823515,1824402,"cho"
1824362,1824937,"ves"
1825140,1825625,"spy"
1825955,1826923,"astE"
1826916,1828259,"astB"
1828256,1829734,"astD"
1829731,1830765,"astA"
1830762,1831982,"astC"
1832428,1833234,"xthA"
1833401,1834111,"ydjX"
1834116,1834793,"ydjY"
1834808,1835515,"ydjZ"
1835515,1836063,"ynjA"
1836073,1837239,"ynjB"
1837212,1838747,"ynjC"
1838747,1839400,"ynjD"
1839467,1840774,"ynjE"
1840783,1841403,"ynjF"
1841490,1841897,"nudG"
1841863,1842135,"ynjH"
1842371,1843714,"gdhA"
1843831,1844871,"ynjI"
1844999,1846960,"topB"
1846965,1848008,"selD"
1848125,1848676,"ydjA"
1848837,1850693,"sppA"
1850860,1851876,"ansA"
1851887,1852528,"pncA"
1852621,1853979,"ydjE"
1854096,1854854,"ydjF"
1854991,1855971,"ydjG"
1855981,1856928,"ydjH"
1856933,1857769,"ydjI"
1857790,1858833,"ydjJ"
1858850,1860229,"ydjK"
1860256,1861332,"ydjL"
1861702,1861974,"yeaC"
1862016,1862429,"msrB"
1862771,1863766,"gapA"
1863850,1864734,"yeaD"
1864782,1865636,"yeaE"
1865726,1866472,"mipA"
1866908,1868842,"yeaG"
1868955,1870238,"yeaH"
1870385,1871860,"yeaI"
1872041,1873531,"yeaJ"
1873574,1874077,"yeaK"
1874078,1874182,"yoaI"
1874352,1874798,"yeaL"
1874755,1875576,"yeaM"
1875673,1876854,"yeaN"
1876909,1877256,"yeaO"
1877278,1877532,"yoaF"
1877715,1878740,"yeaP"
1878773,1878871,"yoaK"
1878874,1878948,"yoaJ"
1879007,1879255,"yeaQ"
1879403,1879585,"yoaG"
1879589,1879948,"yeaR"
1880121,1880759,"leuE"
1880886,1881809,"dmlR"
1881912,1882997,"dmlA"
1883188,1884633,"yeaV"
1884665,1885789,"yeaW"
1885845,1886810,"yeaX"
1886864,1887991,"rnd"
1888061,1889746,"fadD"
1889951,1890532,"yeaY"
1890572,1891267,"tsaB"
1891325,1893235,"yoaA"
1893367,1893711,"yoaB"
1894133,1894432,"yoaC"
1894552,1894731,"yoaH"
1894805,1896166,"pabB"
1896170,1896748,"nudL"
1896932,1898296,"sdaA"
1898427,1900025,"yoaD"
1900029,1901585,"yoaE"
1902048,1903019,"manX"
1903082,1903882,"manY"
1903895,1904746,"manZ"
1904801,1905259,"yobD"
1905688,1906254,"mntP"
1906251,1907060,"rlmA"
1907226,1907435,"cspC"
1907448,1907591,"yobF"
1908261,1908548,"yebO"
1908623,1908766,"mgrB"
1908925,1909164,"yobH"
1909308,1910099,"kdgR"
1910276,1911649,"yebQ"
1911695,1912576,"htpX"
1912768,1914816,"prc"
1914836,1915534,"proQ"
1915631,1916128,"msrC"
1916258,1917541,"yebS"
1917510,1920143,"yebT"
1920223,1921662,"rsmF"
1921780,1922016,"yebV"
1922121,1922312,"yebW"
1922313,1922969,"pphA"
1923066,1923314,"ryeA"
1923164,1923284,"sdsR"
1923365,1923706,"yebY"
1923719,1924591,"yebZ"
1924595,1924969,"yobA"
1925108,1925338,"holE"
1925440,1926096,"yobB"
1926120,1926782,"exoX"
1926779,1928839,"ptrB"
1929048,1929707,"yebE"
1930034,1930390,"yebF"
1930457,1930747,"yebG"
1930881,1932059,"purT"
1932115,1932756,"eda"
1932793,1934604,"edd"
1934839,1936314,"zwf"
1936652,1937521,"yebK"
1937649,1939091,"pykA"
1939222,1940193,"lpxM"
1940313,1941635,"mepM"
1941651,1942583,"znuA"
1942662,1943417,"znuC"
1943414,1944199,"znuB"
1944346,1945356,"ruvB"
1945365,1945976,"ruvA"
1946115,1946180,"yobI"
1946251,1946853,"yebB"
1946855,1947376,"ruvC"
1947411,1948151,"yebC"
1948180,1948632,"nudB"
1948750,1950522,"aspS"
1950832,1951398,"yecD"
1951395,1952213,"yecE"
1952266,1952661,"yecN"
1952702,1953445,"cmoA"
1953442,1954413,"cmoB"
1954578,1957007,"torZ"
1957032,1958132,"torY"
1958520,1959266,"cutC"
1959280,1959846,"yecM"
1960062,1961795,"argS"
1961972,1962460,"yecT"
1962580,1962972,"flhE"
1962972,1965050,"flhA"
1965043,1966191,"flhB"
1966393,1967037,"cheZ"
1967048,1967437,"cheY"
1967452,1968501,"cheB"
1968504,1969364,"cheR"
1969383,1970984,"tap"
1971030,1972691,"tar"
1972836,1973339,"cheW"
1973360,1975324,"cheA"
1975329,1976255,"motB"
1976252,1977139,"motA"
1977266,1977844,"flhC"
1977847,1978197,"flhD"
1979753,1980181,"uspC"
1980188,1981612,"otsA"
1981587,1982387,"otsB"
1982554,1983540,"araH"
1983555,1985069,"araG"
1985139,1986128,"araF"
1986925,1987428,"ftnB"
1987507,1987758,"yecJ"
1987873,1987959,"azuC"
1988222,1988545,"yecR"
1988716,1989213,"ftnA"
1989251,1989490,"yecH"
1989681,1990892,"tyrP"
1990954,1991619,"yecA"
1991815,1991901,"leuZ"
1991914,1991987,"cysT"
1992042,1992117,"glyW"
1992269,1992817,"pgsA"
1992874,1994706,"uvrC"
1994703,1995359,"uvrY"
1995818,1996042,"yecF"
1996110,1996832,"sdiA"
1997062,1997814,"yecC"
1997811,1998479,"yecS"
1998494,1999480,"dcyD"
1999585,2000385,"fliY"
2000473,2001024,"fliZ"
2001070,2001789,"fliA"
2002110,2003606,"fliC"
2003872,2005278,"fliD"
2005303,2005713,"fliS"
2005713,2006078,"fliT"
2006156,2007643,"amyA"
2007677,2008090,"yedD"
2008277,2009482,"yedE"
2009479,2009712,"yedF"
2009821,2010489,"yedK"
2010600,2011079,"yedL"
2011223,2012351,"yedN"
2012502,2012663,"intG"
2012700,2013014,"fliE"
2013229,2014887,"fliF"
2014880,2015875,"fliG"
2015868,2016554,"fliH"
2016554,2017927,"fliI"
2017946,2018389,"fliJ"
2018386,2019513,"fliK"
2019618,2020082,"fliL"
2020087,2021091,"fliM"
2021088,2021501,"fliN"
2021504,2021869,"fliO"
2021869,2022606,"fliP"
2022616,2022885,"fliQ"
2022893,2023678,"fliR"
2023968,2024591,"rcsA"
2024635,2024823,"dsrB"
2024986,2025213,"yodD"
2025227,2025313,"dsrA"
2025511,2026326,"yedP"
2026323,2028017,"yedQ"
2028188,2028370,"yodC"
2028449,2029366,"yedI"
2029539,2030459,"yedA"
2030448,2030918,"vsr"
2030899,2032317,"dcm"
2032384,2033079,"yedJ"
2033119,2033484,"yedR"
2033649,2033739,"rseX"
2034051,2035243,"yedS"
2035835,2036686,"hchA"
2036794,2038152,"yedV"
2038152,2038823,"yedW"
2038956,2039369,"hiuH"
2039478,2040482,"yedY"
2040483,2041118,"yedZ"
2041375,2042025,"zinT"
2042368,2042898,"yodB"
2043468,2043557,"serU"
2043651,2044448,"mtfA"
2044549,2044624,"asnT"
2044938,2052014,"yeeJ"
2052276,2053328,"yeeL"
2053643,2054959,"shiA"
2055061,2056515,"amn"
2056858,2057574,"yeeN"
2058027,2058102,"asnW"
2058203,2059690,"yeeO"
2059851,2059926,"asnU"
2059964,2060914,"cbl"
2061016,2061933,"nac"
2062260,2062335,"asnV"
2062391,2063323,"ldtA"
2063388,2064467,"cobT"
2064479,2065222,"cobS"
2065219,2065764,"cobU"
2066068,2066154,"yeeH"
2067360,2067892,"yoeG"
2068261,2068419,"yoeH"
2068635,2070474,"yoeA"
2070660,2071211,"yeeP"
2071317,2071511,"isrC"
2071539,2074658,"flu"
2074779,2076311,"yeeR"
2076308,2076754,"yeeS"
2076817,2077038,"yeeT"
2077112,2077480,"cbeA"
2077569,2077943,"cbtA"
2077940,2078107,"yeeW"
2078549,2078677,"yoeD"
2078746,2078931,"yoeF"
2079032,2079361,"yeeX"
2079533,2080591,"yeeA"
2080789,2081262,"sbmC"
2081381,2082547,"dacD"
2082756,2084183,"sbcB"
2084226,2084453,"yeeD"
2084467,2085525,"yeeE"
2085704,2087062,"plaP"
2087052,2087114,"yoeI"
2087329,2088258,"yeeY"
2088304,2089128,"yeeZ"
2089211,2089465,"yoeB"
2089462,2089713,"yefM"
2089996,2090046,"hisL"
2090192,2091091,"hisG"
2091097,2092401,"hisD"
2092398,2093468,"hisC"
2093468,2094535,"hisB"
2094535,2095125,"hisH"
2095125,2095862,"hisA"
2095844,2096620,"hisF"
2096614,2097225,"hisI"
2097321,2098301,"wzzB"
2098447,2099613,"ugd"
2099862,2101268,"gnd"
2101396,2103389,"wbbL"
2103391,2104509,"wbbK"
2104494,2105084,"wbbJ"
2105065,2106057,"wbbI"
2106060,2107226,"wbbH"
2107226,2108329,"glf"
2108337,2109584,"wzxB"
2109581,2110138,"rfbC"
2110138,2111019,"rfbA"
2111077,2111976,"rfbD"
2111976,2113061,"rfbB"
2113434,2114327,"wcaN"
2114502,2115896,"wcaM"
2115907,2117127,"wcaL"
2117124,2118404,"wcaK"
2118680,2120158,"wzxC"
2120160,2121554,"wcaJ"
2121609,2122979,"cpsG"
2123084,2124520,"cpsB"
2124523,2125746,"wcaI"
2125743,2126222,"wcaH"
2126225,2127190,"wcaG"
2127193,2128314,"gmd"
2128340,2128888,"wcaF"
2128904,2129650,"wcaE"
2129661,2130878,"wcaD"
